01-NOV-18 05.30 AM;513237;35;3,4909433;-76,4857667;546;3351;327;5792841886;213
01-NOV-18 05.30 AM;514021;31;3,4390017;-76,4771083;1073;3411;12;5792841887;934
01-NOV-18 05.30 AM;519017;106;3,4274317;-76,5332667;592;2273;1019;5792841888;1070
01-NOV-18 05.30 AM;504005;-1;-1;-1;444;333;22;5792841889;202
01-NOV-18 05.30 AM;502901;-1;3,435855;-76,51549;671;1571;14;5792841890;10
01-NOV-18 05.30 AM;513048;33;3,4867867;-76,4972767;746;2273;1334;5792841891;326
01-NOV-18 05.30 AM;500158;-1;3,4437717;-76,4834467;239;2242;284;5792841892;1185
01-NOV-18 05.30 AM;-1;8055;3,4197367;-76,467595;306;2243;9965;5792841893;1084
01-NOV-18 05.30 AM;514056;26;3,44087;-76,47953;608;347;772;5792841894;224
01-NOV-18 05.30 AM;515171;-1;3,4037467;-76,5113683;947;2524;26;5792841895;1032
01-NOV-18 05.30 AM;518159;156;3,43572;-76,500425;274;282;223;5792841896;1176
01-NOV-18 05.30 AM;518160;5;3,435655;-76,5004617;274;282;223;5792841897;1176
01-NOV-18 05.30 AM;-1;-1;3,4143817;-76,479515;-1;999;-1;5792841898;797
01-NOV-18 05.30 AM;514249;34;3,403315;-76,4734833;744;142;13;5792841899;922
01-NOV-18 05.30 AM;516200;-1;3,39794;-76,5306333;375;377;5;5792841900;869
01-NOV-18 05.30 AM;511113;2920;3,3174283;-76,4998983;950;3172;7;5792841901;196
01-NOV-18 05.30 AM;514417;142;3,429985;-76,4840483;747;283;72;5792841902;1073
01-NOV-18 05.30 AM;517032;-1;3,3876033;-76,5582867;199;3781;2;5792841903;866
01-NOV-18 05.30 AM;502001;-1;3,398845;-76,5464917;899;2473;285;5792841904;825
01-NOV-18 05.30 AM;514372;3;3,429935;-76,4840483;747;283;72;5792841905;1073
01-NOV-18 05.30 AM;502950;45;3,43961;-76,5223767;668;1571;582;5792841906;827
01-NOV-18 05.30 AM;516089;4;3,409095;-76,5177483;970;2524;365;5792841907;1028
01-NOV-18 05.30 AM;514009;5;3,4572617;-76,48347;577;2212;387;5792841908;1007
01-NOV-18 05.30 AM;513254;31;3,4893283;-76,5063467;836;2241;7;5792841909;1189
01-NOV-18 05.30 AM;513254;31;3,4893283;-76,5063467;836;2241;7;5792841910;1189
01-NOV-18 05.30 AM;513049;139;3,4860117;-76,4958633;200;2212;20;5792841911;325
01-NOV-18 05.30 AM;515143;540;3,4031;-76,522275;659;2211;16;5792841912;140
01-NOV-18 05.30 AM;513216;10;3,4720217;-76,511695;466;2242;9;5792841913;164
01-NOV-18 05.30 AM;515044;4;3,404175;-76,5016583;599;2141;5;5792841914;1131
01-NOV-18 05.30 AM;514371;11;3,4345267;-76,48361;363;2471;362;5792841915;1105
01-NOV-18 05.30 AM;-1;-1;3,49677;-76,5040567;-1;-1;-1;5792841916;806
01-NOV-18 05.30 AM;516256;3;3,4152117;-76,5243567;585;2104;5;5792841917;88
01-NOV-18 05.30 AM;516010;42;3,41974;-76,510155;502;2472;304;5792841918;248
01-NOV-18 05.30 AM;514374;32;-1;-1;506;2121;314;5792841919;896
01-NOV-18 05.30 AM;514025;15;3,4364567;-76,4692733;18;2243;354;5792841920;1077
01-NOV-18 05.30 AM;501852;31;3,4146617;-76,5484483;46;131;10;5792841921;300
01-NOV-18 05.30 AM;515052;108;3,40518;-76,5075383;757;2473;8;5792841922;1009
01-NOV-18 05.30 AM;500603;455;3,4603717;-76,527495;986;2524;9;5792841923;1067
01-NOV-18 05.30 AM;-1;-1;3,436355;-76,5148217;460;375;9999;5792841924;290
01-NOV-18 05.30 AM;513104;113;3,4657;-76,4847917;868;2212;17;5792841925;66
01-NOV-18 05.30 AM;-1;2875;3,38913;-76,54496;1007;217;9989;5792841926;1125
01-NOV-18 05.30 AM;518016;183;3,43625;-76,5136733;627;2273;1340;5792841927;302
01-NOV-18 05.30 AM;516025;5;3,4016017;-76,541785;537;2273;1017;5792841928;1201
01-NOV-18 05.30 AM;514346;13;3,4523967;-76,4867433;9;2242;282;5792841929;177
01-NOV-18 05.30 AM;501300;3;3,445335;-76,51538;250;1472;16;5792841930;912
01-NOV-18 05.30 AM;502801;1524;3,43202;-76,50956;143;150;6;5792841931;218
01-NOV-18 05.30 AM;514056;1707;3,4444983;-76,48946;707;142;9;5792841932;928
01-NOV-18 05.30 AM;500251;241;3,4799583;-76,4998533;1038;2301;12;5792841933;1174
01-NOV-18 05.30 AM;516200;126;3,3979583;-76,5307433;375;377;5;5792841934;869
01-NOV-18 05.30 AM;514382;35;3,4433717;-76,4843217;243;2121;315;5792841935;1111
01-NOV-18 05.30 AM;500601;315;3,45774;-76,5276333;127;131;464;5792841936;995
01-NOV-18 05.30 AM;516171;36;3,4135383;-76,5144717;669;2212;11;5792841937;794
01-NOV-18 05.30 AM;516268;273;3,4090333;-76,5176933;970;2524;365;5792841938;1028
01-NOV-18 05.30 AM;514056;773;3,4435383;-76,4831817;184;2841;15;5792841939;622
01-NOV-18 05.30 AM;-1;62;3,4045933;-76,47566;633;357;9999;5792841940;264
01-NOV-18 05.30 AM;-1;-1;3,4970017;-76,5038017;-1;-1;-1;5792841941;1076
01-NOV-18 05.30 AM;-1;-1;3,4890333;-76,5084317;368;2243;9957;5792841942;180
01-NOV-18 05.30 AM;500451;414;3,4648867;-76,513445;157;131;463;5792841943;625
01-NOV-18 05.30 AM;504008;-1;3,4894717;-76,493275;149;283;9998;5792841944;1184
01-NOV-18 05.30 AM;513058;33;3,4840433;-76,4961433;187;2243;356;5792841945;1198
01-NOV-18 05.30 AM;500151;64;3,4436167;-76,4838683;819;2402;9999;5792841946;1113
01-NOV-18 05.30 AM;503004;498;3,4256967;-76,50382;794;282;7;5792841947;175
01-NOV-18 05.30 AM;-1;-1;3,4039117;-76,4760967;-1;-1;-1;5792841948;564
01-NOV-18 05.30 AM;502314;-1;3,3665133;-76,5279267;852;3191;9998;5792841949;114
01-NOV-18 05.30 AM;516090;66;3,40951;-76,517895;982;2524;19;5792841950;57
01-NOV-18 05.30 AM;500151;1;3,4285617;-76,4664783;847;347;764;5792841951;942
01-NOV-18 05.30 AM;500101;-1;3,48939;-76,509255;821;282;9884;5792841952;894
01-NOV-18 05.30 AM;500751;2;3,4531283;-76,5318233;138;142;296;5792841953;1177
01-NOV-18 05.30 AM;514001;-1;3,3701367;-76,5293833;288;2121;24;5792841954;151
01-NOV-18 05.30 AM;511313;32;3,4056983;-76,537085;318;271;929;5792841955;1124
01-NOV-18 05.30 AM;514086;414;3,42642;-76,477065;286;3422;13;5792841956;796
01-NOV-18 05.30 AM;513252;19;3,4871533;-76,5008433;1040;2301;369;5792841957;638
01-NOV-18 05.30 AM;511348;95;3,384645;-76,538295;763;2101;10;5792841958;43
01-NOV-18 05.30 AM;502801;1603;3,432115;-76,5098883;143;150;6;5792841959;218
01-NOV-18 05.30 AM;518149;226;3,4187417;-76,50898;426;2212;13;5792841960;841
01-NOV-18 05.30 AM;502801;81;3,432205;-76,5101717;143;150;6;5792841961;218
01-NOV-18 05.30 AM;500600;33;3,4567583;-76,5303217;504;272;273;5792841962;226
01-NOV-18 05.30 AM;513127;-1;3,46172;-76,50394;703;282;5;5792841963;27
01-NOV-18 05.30 AM;519047;10;3,4501967;-76,5281067;307;2401;5;5792841964;236
01-NOV-18 05.30 AM;502201;19;3,373;-76,5406833;1019;421;14;5792841965;1122
01-NOV-18 05.30 AM;500166;-1;3,44359;-76,4823317;105;353;9996;5792841966;948
01-NOV-18 05.30 AM;501552;264;3,45709;-76,5299933;11;272;5;5792841967;239
01-NOV-18 05.30 AM;500161;-1;3,4446667;-76,4838267;304;2401;9;5792841968;897
01-NOV-18 05.30 AM;501854;-1;3,4145567;-76,5481883;908;217;9956;5792841969;311
01-NOV-18 05.30 AM;515028;104;3,401895;-76,5110467;931;2473;279;5792841970;1014
01-NOV-18 05.30 AM;-1;2292;3,485745;-76,5124067;887;4272;9944;5792841971;1167
01-NOV-18 05.30 AM;502801;81;3,43223;-76,5102417;143;150;6;5792841972;218
01-NOV-18 05.30 AM;502801;81;3,4322533;-76,5103083;143;150;6;5792841973;218
01-NOV-18 05.30 AM;512022;33;3,47039;-76,5221617;238;2524;372;5792841974;972
01-NOV-18 05.30 AM;515149;5;3,4176117;-76,50955;527;2212;393;5792841975;863
01-NOV-18 05.30 AM;501301;235;3,44507;-76,5119283;240;1472;572;5792841976;951
01-NOV-18 05.30 AM;517026;31;3,400435;-76,5567383;542;371;387;5792841977;759
01-NOV-18 05.30 AM;517189;42;3,4116967;-76,5576667;19;375;350;5792841978;1209
01-NOV-18 05.30 AM;515153;9;3,4061233;-76,5146;234;2141;84;5792841979;37
01-NOV-18 05.30 AM;514405;56;3,4052967;-76,4755567;833;347;780;5792841980;228
01-NOV-18 05.30 AM;516127;181;3,4025317;-76,52724;482;2473;4;5792841981;976
01-NOV-18 05.30 AM;517212;-1;3,4071417;-76,541195;753;272;269;5792841982;234
01-NOV-18 05.30 AM;511361;-1;3,3483333;-76,5306067;1023;217;874;5792841983;1156
01-NOV-18 05.30 AM;518075;-1;3,4365067;-76,5146233;695;2273;1020;5792841984;1025
01-NOV-18 05.30 AM;502951;503;3,442355;-76,5259533;646;1571;13;5792841985;11
01-NOV-18 05.30 AM;-1;2861;3,4784633;-76,5171867;58;4272;9985;5792841986;159
01-NOV-18 05.30 AM;-1;-1;3,47834;-76,5172017;1062;452;9999;5792841987;1075
01-NOV-18 05.30 AM;513263;-1;3,4926267;-76,5234533;678;272;277;5792841988;62
01-NOV-18 05.30 AM;515009;3;3,409355;-76,4956317;435;2471;366;5792841989;850
01-NOV-18 05.30 AM;502601;4;3,4188017;-76,487145;421;1571;24;5792841990;24
01-NOV-18 05.30 AM;514021;31;3,4388683;-76,47687;1073;3411;12;5792841991;934
01-NOV-18 05.30 AM;517179;5;3,40998;-76,562475;249;375;9;5792841992;211
01-NOV-18 05.30 AM;513017;1;3,47602;-76,4893533;337;332;9;5792841993;198
01-NOV-18 05.30 AM;512204;33;3,4711683;-76,52908;442;2242;278;5792843611;230
01-NOV-18 05.30 AM;513203;2;3,48527;-76,4941817;187;2243;356;5792843612;1198
01-NOV-18 05.30 AM;519030;34;3,43515;-76,5346783;208;2274;332;5792843613;1172
01-NOV-18 05.30 AM;515139;79;3,3982417;-76,514675;346;651;5;5792843614;763
01-NOV-18 05.30 AM;514047;4;3,4292167;-76,4638233;783;3411;391;5792843615;939
01-NOV-18 05.30 AM;513271;-1;3,4718167;-76,52873;182;2274;7;5792843616;815
01-NOV-18 05.30 AM;503004;-1;-1;-1;740;2212;16;5792843617;144
01-NOV-18 05.30 AM;-1;-1;3,4304117;-76,4751783;-1;-1;-1;5792843618;791
01-NOV-18 05.30 AM;-1;-1;3,4966933;-76,5043483;-1;-1;-1;5792843619;1207
01-NOV-18 05.30 AM;512112;-1;3,4651033;-76,5236067;468;2211;25;5792843620;842
01-NOV-18 05.30 AM;502302;911;3,360395;-76,524195;6;3141;11;5792843621;1157
01-NOV-18 05.30 AM;500155;33;3,4409767;-76,4833967;30;2121;14;5792843622;72
01-NOV-18 05.30 AM;501151;32;3,44377;-76,4982733;221;1472;570;5792843623;1056
01-NOV-18 05.30 AM;-1;-1;3,3589217;-76,5097533;778;2102;9985;5792843624;1046
01-NOV-18 05.30 AM;502300;29;3,366745;-76,5289133;201;131;476;5792843625;1224
01-NOV-18 05.30 AM;511298;4;3,38198;-76,5244167;564;2121;23;5792843626;87
01-NOV-18 05.30 AM;515171;32;3,40393;-76,511245;947;2524;26;5792843627;1032
01-NOV-18 05.30 AM;513049;31;3,4863683;-76,4973283;1040;2301;369;5792843628;638
01-NOV-18 05.30 AM;500800;4;3,4528817;-76,5314233;504;272;273;5792843629;226
01-NOV-18 05.30 AM;503012;237;3,42596;-76,50128;741;2841;9901;5792843630;243
01-NOV-18 05.30 AM;501951;320;3,4070783;-76,5471833;72;131;469;5792843631;383
01-NOV-18 05.30 AM;-1;-1;3,420375;-76,5481483;-1;-1;-1;5792843632;273
01-NOV-18 05.30 AM;514162;3;3,425995;-76,4750133;123;3442;309;5792843633;272
01-NOV-18 05.30 AM;511238;21;3,38064;-76,5301033;16;2102;549;5792843634;1244
01-NOV-18 05.30 AM;-1;-1;3,4147917;-76,5485167;90;371;9991;5792843635;289
01-NOV-18 05.30 AM;516169;31;3,4161383;-76,51169;426;2212;13;5792843636;841
01-NOV-18 05.30 AM;501951;409;3,407225;-76,5472;72;131;469;5792843637;383
01-NOV-18 05.30 AM;513049;31;3,4863683;-76,4973283;1040;2301;369;5792843638;638
01-NOV-18 05.30 AM;501752;636;3,4175633;-76,5482367;198;2471;4;5792843639;1114
01-NOV-18 05.30 AM;502700;16;3,4244583;-76,4941183;141;150;358;5792843640;2
01-NOV-18 05.30 AM;500401;37;3,46595;-76,5126467;827;437;320;5792843641;826
01-NOV-18 05.30 AM;500400;1161;3,46188;-76,5219117;563;437;5;5792843642;3
01-NOV-18 05.30 AM;501750;258;3,4213;-76,5477967;366;421;520;5792843643;304
01-NOV-18 05.30 AM;501402;36;3,4427383;-76,5275767;646;1571;13;5792843644;11
01-NOV-18 05.30 AM;511255;476;3,3335417;-76,5318167;663;311;280;5792843645;1006
01-NOV-18 05.30 AM;-1;4117;3,4727033;-76,5206583;488;1472;9874;5792843646;8
01-NOV-18 05.30 AM;518058;31;3,4253367;-76,5019117;748;2472;8;5792843647;232
01-NOV-18 05.30 AM;501301;-1;3,4452733;-76,5144033;87;142;295;5792843648;811
01-NOV-18 05.30 AM;502951;798;3,44505;-76,5267133;181;2211;288;5792843649;158
01-NOV-18 05.30 AM;518058;47;3,4252567;-76,5019883;748;2472;8;5792843650;232
01-NOV-18 05.30 AM;515028;189;3,402375;-76,511275;698;2473;6;5792843651;1173
01-NOV-18 05.30 AM;514026;32;3,4356917;-76,46766;18;2243;354;5792843652;1077
01-NOV-18 05.30 AM;500200;380;3,4793083;-76,500855;35;131;18;5792843653;637
01-NOV-18 05.30 AM;516044;19;3,43232;-76,526505;758;2273;1342;5792843654;1033
01-NOV-18 05.30 AM;514411;32;3,451905;-76,484725;946;2241;3;5792843655;809
01-NOV-18 05.30 AM;513259;37;3,4924383;-76,5158067;236;2274;9;5792843656;148
01-NOV-18 05.30 AM;514411;32;3,451905;-76,484725;946;2241;3;5792843657;809
01-NOV-18 05.30 AM;513259;37;3,4924383;-76,5158067;236;2274;9;5792843658;148
01-NOV-18 05.30 AM;511071;-1;3,363085;-76,5464633;174;3192;236;5792843659;93
01-NOV-18 05.30 AM;516244;5;3,4170133;-76,517595;598;2211;18;5792843660;73
01-NOV-18 05.30 AM;516267;267;3,4170133;-76,517595;598;2211;18;5792843661;73
01-NOV-18 05.30 AM;514157;-1;3,4479533;-76,4833683;304;2401;9;5792843662;897
01-NOV-18 05.30 AM;514376;247;3,420815;-76,48636;726;355;7;5792843663;288
01-NOV-18 05.30 AM;514133;-1;3,452675;-76,4904717;9;2242;282;5792843664;177
01-NOV-18 05.30 AM;514409;642;3,4549583;-76,48496;54;2212;389;5792843665;1148
01-NOV-18 05.30 AM;519133;25;3,445355;-76,552355;453;304;303;5792843666;205
01-NOV-18 05.30 AM;518161;-1;3,4322767;-76,5023;274;282;223;5792843667;1176
01-NOV-18 05.30 AM;514278;6;3,4205467;-76,4863733;726;355;7;5792843668;288
01-NOV-18 05.30 AM;514220;653;3,4439417;-76,4828133;38;2842;456;5792843669;227
01-NOV-18 05.30 AM;513147;12;3,464515;-76,5011783;469;282;225;5792843670;643
01-NOV-18 05.30 AM;514056;329;3,442785;-76,4818517;597;347;770;5792843671;937
01-NOV-18 05.30 AM;501050;1008;3,44357;-76,4961433;553;441;8;5792843672;570
01-NOV-18 05.30 AM;519133;25;3,445375;-76,5523167;453;304;303;5792843673;205
01-NOV-18 05.30 AM;-1;-1;3,4053633;-76,47537;-1;-1;-1;5792843674;258
01-NOV-18 05.30 AM;502100;31;3,3878467;-76,5454067;43;2274;1;5792843675;1102
01-NOV-18 05.30 AM;501700;5;3,4316267;-76,5433317;505;1571;10;5792843676;391
01-NOV-18 05.30 AM;516217;113;3,4184233;-76,5274017;521;2102;779;5792843677;852
01-NOV-18 05.30 AM;-1;1953;3,48376;-76,4966433;1044;2301;9985;5792843678;1071
01-NOV-18 05.30 AM;519015;82;3,4253817;-76,5339917;592;2273;1019;5792843679;1070
01-NOV-18 05.30 AM;-1;-1;3,4893733;-76,50787;754;322;9997;5792843680;899
01-NOV-18 05.30 AM;515174;-1;3,4278633;-76,4990733;1034;2801;171;5792843681;201
01-NOV-18 05.30 AM;512166;376;3,4785867;-76,5225417;388;324;4;5792843682;186
01-NOV-18 05.30 AM;515046;3;3,4159683;-76,494355;326;2521;191;5792843683;807
01-NOV-18 05.30 AM;502651;5;3,4217617;-76,490825;391;452;357;5792843684;233
01-NOV-18 05.30 AM;501003;381;3,4425567;-76,5311067;153;1571;584;5792843685;647
01-NOV-18 05.30 AM;516081;32;3,4024217;-76,5113117;698;2473;6;5792843686;1173
01-NOV-18 05.30 AM;-1;-1;3,36239;-76,5106967;-1;-1;-1;5792843687;90
01-NOV-18 05.30 AM;514002;6;3,4471233;-76,48867;40;2212;390;5792843688;1196
